Filename,SNR,Speaker,Length,Reference,Hyp_NoLM,Hyp_LM
SNR35dB_woman_seq3digits_065.wav,SNR35dB,woman,3,three four four,three four four,three four four
SNR35dB_woman_seq3digits_084.wav,SNR35dB,woman,3,four five seven,four five seven,four five seven
SNR35dB_woman_seq3digits_018.wav,SNR35dB,woman,3,three eight one,three eight one,three eight one
SNR35dB_woman_seq3digits_100.wav,SNR35dB,woman,3,one seven eight,one seven eight,one seven eight
SNR35dB_woman_seq3digits_032.wav,SNR35dB,woman,3,one seven eight,one seven eight,one seven eight
SNR35dB_woman_seq3digits_012.wav,SNR35dB,woman,3,zero two one,ziro tou wan,zero to an
SNR35dB_woman_seq3digits_091.wav,SNR35dB,woman,3,one one six,one one six,one one six
SNR35dB_woman_seq3digits_054.wav,SNR35dB,woman,3,nine nine six,nine nine six,nine nine six
SNR35dB_woman_seq3digits_073.wav,SNR35dB,woman,3,eight two oh,e tu o,t o
SNR35dB_woman_seq3digits_053.wav,SNR35dB,woman,3,three six one,three six one,three six one
SNR35dB_woman_seq3digits_047.wav,SNR35dB,woman,3,four five three,four five three,four five three
SNR35dB_woman_seq3digits_037.wav,SNR35dB,woman,3,six oh two,six o two,six o two
SNR35dB_woman_seq3digits_095.wav,SNR35dB,woman,3,six three five,six threy five,six three five
SNR35dB_woman_seq3digits_015.wav,SNR35dB,woman,3,nine eight six,nine eight six,nine eight six
SNR35dB_woman_seq3digits_001.wav,SNR35dB,woman,3,two oh oh,to o o,two o o
SNR35dB_woman_seq3digits_089.wav,SNR35dB,woman,3,two six zero,two six cyril,two six cyril
SNR35dB_woman_seq3digits_093.wav,SNR35dB,woman,3,four one six,four one six,four one six
SNR35dB_woman_seq3digits_046.wav,SNR35dB,woman,3,oh three two,o three two,o three two
SNR35dB_woman_seq3digits_094.wav,SNR35dB,woman,3,three zero seven,three zeuro seven,three zero seven
SNR35dB_woman_seq3digits_023.wav,SNR35dB,woman,3,three five seven,three five seven,three five seven
SNR35dB_woman_seq3digits_039.wav,SNR35dB,woman,3,zero zero zero,see rosy rosero,see rosy rose ro
SNR35dB_woman_seq3digits_027.wav,SNR35dB,woman,3,seven six six,seven six six,seven six six
SNR35dB_woman_seq3digits_024.wav,SNR35dB,woman,3,six eight five,six eight five,six eight five
SNR35dB_woman_seq3digits_004.wav,SNR35dB,woman,3,two three zero,two three zuro,two three zero
SNR35dB_woman_seq3digits_028.wav,SNR35dB,woman,3,nine five one,nine five one,nine five one
SNR35dB_woman_seq3digits_080.wav,SNR35dB,woman,3,three one six,three one six,three one six
SNR35dB_woman_seq3digits_002.wav,SNR35dB,woman,3,three nine nine,three nine nine,three nine nine
SNR35dB_woman_seq3digits_062.wav,SNR35dB,woman,3,zero zero one,zero zerawan,zero zero wan
SNR35dB_woman_seq3digits_031.wav,SNR35dB,woman,3,one four oh,one for o,one for o
SNR35dB_woman_seq3digits_038.wav,SNR35dB,woman,3,seven three nine,seven three nine,seven three nine
SNR35dB_woman_seq1digit_190.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_133.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_058.wav,SNR35dB,woman,1,zero,ze ro,vero
SNR35dB_woman_seq1digit_036.wav,SNR35dB,woman,1,four,for,for
SNR35dB_woman_seq1digit_136.wav,SNR35dB,woman,1,oh,ou,oh
SNR35dB_woman_seq1digit_017.wav,SNR35dB,woman,1,zero,zero,zero
SNR35dB_woman_seq1digit_148.wav,SNR35dB,woman,1,zero,zero,zero
SNR35dB_woman_seq1digit_118.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_170.wav,SNR35dB,woman,1,zero,zero,zero
SNR35dB_woman_seq1digit_002.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_045.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_184.wav,SNR35dB,woman,1,two,two,to
SNR35dB_woman_seq1digit_108.wav,SNR35dB,woman,1,oh,oh,oh
SNR35dB_woman_seq1digit_089.wav,SNR35dB,woman,1,five,five,five
SNR35dB_woman_seq1digit_153.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_199.wav,SNR35dB,woman,1,seven,seven,seven
SNR35dB_woman_seq1digit_078.wav,SNR35dB,woman,1,zero,zero,zero
SNR35dB_woman_seq1digit_029.wav,SNR35dB,woman,1,oh,oh,oh
SNR35dB_woman_seq1digit_063.wav,SNR35dB,woman,1,four,four,four
SNR35dB_woman_seq1digit_037.wav,SNR35dB,woman,1,seven,seven,seven
SNR35dB_woman_seq1digit_007.wav,SNR35dB,woman,1,oh,oh,oh
SNR35dB_woman_seq1digit_155.wav,SNR35dB,woman,1,three,three,three
SNR35dB_woman_seq1digit_068.wav,SNR35dB,woman,1,four,four,for
SNR35dB_woman_seq1digit_097.wav,SNR35dB,woman,1,oh,oh,oh
SNR35dB_woman_seq1digit_131.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_117.wav,SNR35dB,woman,1,four,four,for
SNR35dB_woman_seq1digit_080.wav,SNR35dB,woman,1,eight,eight,eight
SNR35dB_woman_seq1digit_122.wav,SNR35dB,woman,1,four,for,for
SNR35dB_woman_seq1digit_101.wav,SNR35dB,woman,1,nine,nan,nan
SNR35dB_woman_seq1digit_174.wav,SNR35dB,woman,1,seven,seven,seven
SNR35dB_woman_seq1digit_077.wav,SNR35dB,woman,1,six,six,six
SNR35dB_woman_seq1digit_083.wav,SNR35dB,woman,1,oh,oh,oh
SNR35dB_woman_seq1digit_092.wav,SNR35dB,woman,1,two,two,two
SNR35dB_woman_seq1digit_164.wav,SNR35dB,woman,1,five,five,five
SNR35dB_woman_seq1digit_046.wav,SNR35dB,woman,1,three,three,three
SNR35dB_woman_seq1digit_119.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_106.wav,SNR35dB,woman,1,four,for,for
SNR35dB_woman_seq1digit_003.wav,SNR35dB,woman,1,oh,ah,ah
SNR35dB_woman_seq1digit_069.wav,SNR35dB,woman,1,two,two,two
SNR35dB_woman_seq1digit_011.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_147.wav,SNR35dB,woman,1,zero,zero,zero
SNR35dB_woman_seq1digit_062.wav,SNR35dB,woman,1,eight,eight,eight
SNR35dB_woman_seq1digit_053.wav,SNR35dB,woman,1,five,five,five
SNR35dB_woman_seq1digit_098.wav,SNR35dB,woman,1,six,six,six
SNR35dB_woman_seq1digit_197.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_057.wav,SNR35dB,woman,1,three,three,three
SNR35dB_woman_seq1digit_113.wav,SNR35dB,woman,1,four,four,four
SNR35dB_woman_seq1digit_176.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_051.wav,SNR35dB,woman,1,six,six,six
SNR35dB_woman_seq1digit_110.wav,SNR35dB,woman,1,three,three,three
SNR35dB_woman_seq1digit_060.wav,SNR35dB,woman,1,four,for,for
SNR35dB_woman_seq1digit_054.wav,SNR35dB,woman,1,seven,seven,seven
SNR35dB_woman_seq1digit_035.wav,SNR35dB,woman,1,oh,oh,oh
SNR35dB_woman_seq1digit_082.wav,SNR35dB,woman,1,six,six,six
SNR35dB_woman_seq1digit_165.wav,SNR35dB,woman,1,oh,as,as
SNR35dB_woman_seq1digit_095.wav,SNR35dB,woman,1,four,four,four
SNR35dB_woman_seq1digit_061.wav,SNR35dB,woman,1,zero,see roe,see roe
SNR35dB_woman_seq1digit_169.wav,SNR35dB,woman,1,zero,zero,zero
SNR35dB_woman_seq1digit_140.wav,SNR35dB,woman,1,four,four,four
SNR35dB_woman_seq1digit_188.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_018.wav,SNR35dB,woman,1,oh,oh,oh
SNR35dB_woman_seq1digit_143.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_107.wav,SNR35dB,woman,1,two,ta,a
SNR35dB_woman_seq1digit_072.wav,SNR35dB,woman,1,zero,zero,zero
SNR35dB_woman_seq1digit_115.wav,SNR35dB,woman,1,eight,eight,eight
SNR35dB_woman_seq1digit_015.wav,SNR35dB,woman,1,four,for,for
SNR35dB_woman_seq1digit_105.wav,SNR35dB,woman,1,zero,veo,vero
SNR35dB_woman_seq1digit_198.wav,SNR35dB,woman,1,seven,seven,seven
SNR35dB_woman_seq1digit_111.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_181.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_038.wav,SNR35dB,woman,1,eight,eight,eight
SNR35dB_woman_seq1digit_093.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_137.wav,SNR35dB,woman,1,nine,non,non
SNR35dB_woman_seq1digit_103.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_186.wav,SNR35dB,woman,1,four,for,for
SNR35dB_woman_seq1digit_139.wav,SNR35dB,woman,1,seven,seven,seven
SNR35dB_woman_seq1digit_044.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_099.wav,SNR35dB,woman,1,zero,zero,zero
SNR35dB_woman_seq1digit_087.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_104.wav,SNR35dB,woman,1,eight,a,a
SNR35dB_woman_seq1digit_177.wav,SNR35dB,woman,1,seven,seven,seven
SNR35dB_woman_seq1digit_050.wav,SNR35dB,woman,1,zero,zero,zero
SNR35dB_woman_seq1digit_154.wav,SNR35dB,woman,1,oh,ow,o
SNR35dB_woman_seq1digit_096.wav,SNR35dB,woman,1,three,three,three
SNR35dB_woman_seq1digit_179.wav,SNR35dB,woman,1,eight,eight,eight
SNR35dB_woman_seq1digit_027.wav,SNR35dB,woman,1,eight,eight,eight
SNR35dB_woman_seq1digit_142.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_066.wav,SNR35dB,woman,1,eight,eight,eight
SNR35dB_woman_seq1digit_040.wav,SNR35dB,woman,1,four,four,four
SNR35dB_woman_seq1digit_081.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_009.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_189.wav,SNR35dB,woman,1,four,for,for
SNR35dB_woman_seq1digit_073.wav,SNR35dB,woman,1,five,five,five
SNR35dB_woman_seq1digit_121.wav,SNR35dB,woman,1,six,six,six
SNR35dB_woman_seq1digit_161.wav,SNR35dB,woman,1,five,five,five
SNR35dB_woman_seq1digit_173.wav,SNR35dB,woman,1,eight,eight,eight
SNR35dB_woman_seq1digit_172.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_056.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_183.wav,SNR35dB,woman,1,three,three,three
SNR35dB_woman_seq1digit_102.wav,SNR35dB,woman,1,zero,zero,zero
SNR35dB_woman_seq1digit_012.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_084.wav,SNR35dB,woman,1,two,two,two
SNR35dB_woman_seq1digit_041.wav,SNR35dB,woman,1,oh,oh,oh
SNR35dB_woman_seq1digit_187.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_014.wav,SNR35dB,woman,1,seven,seven,seven
SNR35dB_woman_seq1digit_109.wav,SNR35dB,woman,1,eight,eight,eight
SNR35dB_woman_seq1digit_032.wav,SNR35dB,woman,1,zero,his earo,his ear o
SNR35dB_woman_seq1digit_120.wav,SNR35dB,woman,1,seven,seven,seven
SNR35dB_woman_seq1digit_152.wav,SNR35dB,woman,1,five,five,five
SNR35dB_woman_seq1digit_132.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_030.wav,SNR35dB,woman,1,oh,oh,oh
SNR35dB_woman_seq1digit_094.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_064.wav,SNR35dB,woman,1,eight,eight,eight
SNR35dB_woman_seq1digit_151.wav,SNR35dB,woman,1,eight,eight,eight
SNR35dB_woman_seq1digit_091.wav,SNR35dB,woman,1,oh,oh,oh
SNR35dB_woman_seq1digit_158.wav,SNR35dB,woman,1,eight,eight,eight
SNR35dB_woman_seq1digit_070.wav,SNR35dB,woman,1,two,two,two
SNR35dB_woman_seq1digit_028.wav,SNR35dB,woman,1,four,for,for
SNR35dB_woman_seq1digit_086.wav,SNR35dB,woman,1,three,three,three
SNR35dB_woman_seq1digit_163.wav,SNR35dB,woman,1,three,three,three
SNR35dB_woman_seq1digit_006.wav,SNR35dB,woman,1,four,four,four
SNR35dB_woman_seq1digit_074.wav,SNR35dB,woman,1,five,bob,baby
SNR35dB_woman_seq1digit_022.wav,SNR35dB,woman,1,four,thor,thor
SNR35dB_woman_seq1digit_191.wav,SNR35dB,woman,1,eight,eight,eight
SNR35dB_woman_seq1digit_016.wav,SNR35dB,woman,1,three,the ray,the ray
SNR35dB_woman_seq1digit_013.wav,SNR35dB,woman,1,seven,seven,seven
SNR35dB_woman_seq1digit_123.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_049.wav,SNR35dB,woman,1,two,two,two
SNR35dB_woman_seq1digit_128.wav,SNR35dB,woman,1,three,three,three
SNR35dB_woman_seq1digit_159.wav,SNR35dB,woman,1,eight,eight,eight
SNR35dB_woman_seq1digit_141.wav,SNR35dB,woman,1,six,six,six
SNR35dB_woman_seq1digit_134.wav,SNR35dB,woman,1,zero,zero,zero
SNR35dB_woman_seq1digit_088.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_167.wav,SNR35dB,woman,1,three,three,three
SNR35dB_woman_seq1digit_079.wav,SNR35dB,woman,1,three,three,three
SNR35dB_woman_seq1digit_195.wav,SNR35dB,woman,1,six,sex,sex
SNR35dB_woman_seq1digit_135.wav,SNR35dB,woman,1,three,three,three
SNR35dB_woman_seq1digit_116.wav,SNR35dB,woman,1,four,for,for
SNR35dB_woman_seq1digit_071.wav,SNR35dB,woman,1,four,four,four
SNR35dB_woman_seq1digit_182.wav,SNR35dB,woman,1,three,three,three
SNR35dB_woman_seq1digit_185.wav,SNR35dB,woman,1,five,five,five
SNR35dB_woman_seq1digit_146.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_090.wav,SNR35dB,woman,1,six,six,six
SNR35dB_woman_seq1digit_192.wav,SNR35dB,woman,1,four,four,for
SNR35dB_woman_seq1digit_024.wav,SNR35dB,woman,1,two,two,two
SNR35dB_woman_seq1digit_033.wav,SNR35dB,woman,1,four,four,four
SNR35dB_woman_seq1digit_196.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_048.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_067.wav,SNR35dB,woman,1,two,two,two
SNR35dB_woman_seq1digit_171.wav,SNR35dB,woman,1,two,two,two
SNR35dB_woman_seq1digit_085.wav,SNR35dB,woman,1,six,six,six
SNR35dB_woman_seq1digit_112.wav,SNR35dB,woman,1,seven,seven,seven
SNR35dB_woman_seq1digit_043.wav,SNR35dB,woman,1,five,five,five
SNR35dB_woman_seq1digit_149.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_005.wav,SNR35dB,woman,1,six,six,six
SNR35dB_woman_seq1digit_126.wav,SNR35dB,woman,1,eight,eight,eight
SNR35dB_woman_seq1digit_023.wav,SNR35dB,woman,1,six,six,six
SNR35dB_woman_seq1digit_055.wav,SNR35dB,woman,1,seven,seven,seven
SNR35dB_woman_seq1digit_025.wav,SNR35dB,woman,1,two,take,take
SNR35dB_woman_seq1digit_127.wav,SNR35dB,woman,1,eight,eight,eight
SNR35dB_woman_seq1digit_010.wav,SNR35dB,woman,1,six,six,six
SNR35dB_woman_seq1digit_075.wav,SNR35dB,woman,1,four,four,for
SNR35dB_woman_seq1digit_001.wav,SNR35dB,woman,1,five,five,five
SNR35dB_woman_seq1digit_004.wav,SNR35dB,woman,1,four,four,four
SNR35dB_woman_seq1digit_157.wav,SNR35dB,woman,1,three,three,three
SNR35dB_woman_seq1digit_076.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_160.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_034.wav,SNR35dB,woman,1,four,four,four
SNR35dB_woman_seq1digit_193.wav,SNR35dB,woman,1,two,two,two
SNR35dB_woman_seq1digit_021.wav,SNR35dB,woman,1,six,six,six
SNR35dB_woman_seq1digit_156.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_129.wav,SNR35dB,woman,1,six,six,six
SNR35dB_woman_seq1digit_194.wav,SNR35dB,woman,1,oh,oh,oh
SNR35dB_woman_seq1digit_020.wav,SNR35dB,woman,1,five,five,five
SNR35dB_woman_seq1digit_065.wav,SNR35dB,woman,1,six,six,six
SNR35dB_woman_seq1digit_059.wav,SNR35dB,woman,1,two,ta,t
SNR35dB_woman_seq1digit_168.wav,SNR35dB,woman,1,eight,a,a
SNR35dB_woman_seq1digit_026.wav,SNR35dB,woman,1,two,two,two
SNR35dB_woman_seq1digit_138.wav,SNR35dB,woman,1,five,five,five
SNR35dB_woman_seq1digit_178.wav,SNR35dB,woman,1,three,three,three
SNR35dB_woman_seq1digit_052.wav,SNR35dB,woman,1,seven,seven,seven
SNR35dB_woman_seq1digit_166.wav,SNR35dB,woman,1,five,five,five
SNR35dB_woman_seq1digit_145.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_180.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_200.wav,SNR35dB,woman,1,zero,dearo,dear ro
SNR35dB_woman_seq1digit_019.wav,SNR35dB,woman,1,oh,oh,oh
SNR35dB_woman_seq1digit_175.wav,SNR35dB,woman,1,four,bor,for
SNR35dB_woman_seq1digit_008.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_150.wav,SNR35dB,woman,1,six,six,six
SNR35dB_woman_seq1digit_114.wav,SNR35dB,woman,1,oh,oh,oh
SNR35dB_woman_seq1digit_125.wav,SNR35dB,woman,1,three,the way,the way
SNR35dB_woman_seq1digit_039.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_042.wav,SNR35dB,woman,1,zero,zero,zero
SNR35dB_woman_seq1digit_130.wav,SNR35dB,woman,1,two,two,two
SNR35dB_woman_seq1digit_162.wav,SNR35dB,woman,1,six,six,six
SNR35dB_woman_seq1digit_047.wav,SNR35dB,woman,1,nine,nine,nine
SNR35dB_woman_seq1digit_031.wav,SNR35dB,woman,1,seven,seven,seven
SNR35dB_woman_seq1digit_124.wav,SNR35dB,woman,1,one,one,one
SNR35dB_woman_seq1digit_144.wav,SNR35dB,woman,1,three,three,three
SNR35dB_woman_seq1digit_100.wav,SNR35dB,woman,1,four,for,for
SNR05dB_man_seq5digits_061.wav,SNR05dB,man,5,five six five eight five,bie sitisby a sa,i satisfied said
SNR05dB_man_seq5digits_048.wav,SNR05dB,man,5,nine six zero one six,man sexs e rod on six,and six he rode on six
SNR05dB_man_seq5digits_079.wav,SNR05dB,man,5,oh seven six seven seven,oh seven sixt seven seven,oh seven six seven seven
SNR05dB_man_seq5digits_014.wav,SNR05dB,man,5,nine six one seven oh,nine six orn seven ol,nine six on seven
SNR05dB_man_seq5digits_095.wav,SNR05dB,man,5,six three six six two,six three six sita,six three six sixty
SNR05dB_man_seq5digits_073.wav,SNR05dB,man,5,two zero three zero five,to zero three zero fastis,two zero three zero facts
SNR05dB_man_seq5digits_065.wav,SNR05dB,man,5,four six one three one,or sic on threea,for six on three
SNR05dB_man_seq5digits_064.wav,SNR05dB,man,5,four two oh four five,four two o four five,for two of four five
SNR05dB_man_seq5digits_087.wav,SNR05dB,man,5,five four one eight three,ied heyes oy was a fhree,i had eyes or was a free
SNR05dB_man_seq5digits_052.wav,SNR05dB,man,5,four two seven one three,for to i will hongry,for to i will angry
SNR05dB_man_seq5digits_053.wav,SNR05dB,man,5,four two nine three zero,or to die gry dear,or to die try dear
SNR05dB_man_seq5digits_090.wav,SNR05dB,man,5,six oh one five two,six o one five two,six o one five two
SNR05dB_man_seq5digits_004.wav,SNR05dB,man,5,six oh seven seven nine,sixo seven seven nine,six seven seven nine
SNR05dB_man_seq5digits_097.wav,SNR05dB,man,5,five three two eight six,astory two at six,a tory two at six
SNR05dB_man_seq5digits_002.wav,SNR05dB,man,5,four two three seven three,four three three sevnen three,for three three seven three
SNR05dB_man_seq5digits_023.wav,SNR05dB,man,5,five six eight two six,five sex a to six,five six to six
SNR05dB_man_seq5digits_074.wav,SNR05dB,man,5,eight two oh three four,eight two o three four,eight two three four
SNR05dB_man_seq5digits_050.wav,SNR05dB,man,5,one oh nine oh five,gon o nine o,one o nine o
SNR05dB_man_seq5digits_005.wav,SNR05dB,man,5,eight zero two two zero,a tera ttinsera,there desire
SNR05dB_man_seq5digits_028.wav,SNR05dB,man,5,two one seven six one,two one seven six one,to one seven six one
SNR05dB_man_seq5digits_058.wav,SNR05dB,man,5,oh three one six two,oh tree won said he,oh three on said he
SNR05dB_man_seq5digits_001.wav,SNR05dB,man,5,eight five eight five oh,e fadty fabo,he fate far
SNR05dB_man_seq5digits_024.wav,SNR05dB,man,5,two one three five six,two one three five six,two one three five six
SNR05dB_man_seq5digits_038.wav,SNR05dB,man,5,nine six eight four six,nine six eight por six,nine six eight for six
SNR05dB_man_seq5digits_013.wav,SNR05dB,man,5,six seven nine eight seven,six of nine ate southern,six of nine at southern n
SNR05dB_man_seq5digits_047.wav,SNR05dB,man,5,eight zero nine three zero,dear nin gree dear,dear nine three dear
SNR05dB_man_seq5digits_096.wav,SNR05dB,man,5,three two five two seven,vreaty lad i said,great lady said
SNR05dB_man_seq5digits_003.wav,SNR05dB,man,5,seven five four eight four,seveny five or eight four,seventy five or eight for
SNR05dB_man_seq5digits_075.wav,SNR05dB,man,5,eight two five seven nine,eight two five seventy nine,eight two five seventy nine
SNR05dB_man_seq5digits_044.wav,SNR05dB,man,5,seven two nine one one,saidete nine one mony,said ten nine one only
SNR05dB_man_seq5digits_026.wav,SNR05dB,man,5,eight five one four oh,a fam one cool ole,a fat one cool old
SNR05dB_man_seq5digits_056.wav,SNR05dB,man,5,two zero eight nine two,two zeril eight nine two,two zeril eight nine two
SNR05dB_man_seq5digits_070.wav,SNR05dB,man,5,two oh seven four two,two i all sa,to all sin
SNR05dB_man_seq5digits_098.wav,SNR05dB,man,5,zero zero five five six,herhed ad eyes,he had had eyes
SNR05dB_man_seq5digits_042.wav,SNR05dB,man,5,one six two nine three,one sits two nine three,one its two nine three
SNR05dB_man_seq5digits_088.wav,SNR05dB,man,5,five four one six four,faly or ine si,fay or one i
SNR05dB_man_seq5digits_094.wav,SNR05dB,man,5,zero one five one eight,zyrol wont bate,zero went at
SNR05dB_man_seq5digits_034.wav,SNR05dB,man,5,zero seven zero two seven,zero seven zero two seven,zero seven zero two seven
SNR05dB_man_seq5digits_007.wav,SNR05dB,man,5,nine nine two two four,mi mirete ho,my mirth
SNR05dB_man_seq5digits_060.wav,SNR05dB,man,5,nine seven eight two two,nit said i dito,i said i do to
SNR05dB_man_seq5digits_059.wav,SNR05dB,man,5,nine eight oh two oh,my a oti o,my out o
SNR05dB_man_seq5digits_012.wav,SNR05dB,man,5,three two zero zero zero,three to zeo zero zed,three two zero zero ze
SNR05dB_man_seq5digits_021.wav,SNR05dB,man,5,seven four five five six,something for by by sex,something for by by six
SNR05dB_man_seq5digits_016.wav,SNR05dB,man,5,zero eight eight one nine,hero o na,her no
SNR05dB_man_seq5digits_077.wav,SNR05dB,man,5,two one nine zero zero,to on n i e wo etr,to one is a war
SNR05dB_man_seq5digits_066.wav,SNR05dB,man,5,oh three oh oh five,ol three ow owri ose,all three how or at
SNR05dB_man_seq5digits_083.wav,SNR05dB,man,5,three two seven five one,three two seventy five one,three two seventy five one
SNR05dB_man_seq5digits_084.wav,SNR05dB,man,5,one three five seven seven,what gry ga sad esata,what grasses
SNR05dB_man_seq5digits_020.wav,SNR05dB,man,5,five zero nine two seven,ea it said,it said
SNR05dB_man_seq5digits_057.wav,SNR05dB,man,5,two four one eight nine,two fore orn it ni,two wore on it it
SNR05dB_man_seq5digits_100.wav,SNR05dB,man,5,six four oh five three,six pore ol bie threes,six more or by three
SNR05dB_man_seq5digits_031.wav,SNR05dB,man,5,seven eight zero four zero,seven eht zerafor zero,seven eight zero four zero
SNR05dB_man_seq5digits_072.wav,SNR05dB,man,5,two oh six one nine,throughout six or nine,throughout six or nine a
SNR05dB_man_seq5digits_015.wav,SNR05dB,man,5,four one oh six seven,ho i osa sa,how says
SNR05dB_man_seq5digits_030.wav,SNR05dB,man,5,zero one nine three six,he onnon,he on nan
SNR05dB_man_seq5digits_010.wav,SNR05dB,man,5,oh seven six three oh,no second sixrito,no second six rita
SNR05dB_man_seq5digits_080.wav,SNR05dB,man,5,four six six eight two,or six six ax to,for six six x two
SNR05dB_man_seq5digits_093.wav,SNR05dB,man,5,one one zero seven zero,one one zero sat in zero,one one zero sat in zero
SNR05dB_man_seq5digits_086.wav,SNR05dB,man,5,nine zero one zero four,anzerovon zero l,and rowan zero
SNR05dB_man_seq5digits_018.wav,SNR05dB,man,5,oh oh six two five,os stifa,o titi
SNR05dB_man_seq5digits_033.wav,SNR05dB,man,5,seven one five one seven,seven men i had one seven,seven men i had one seven
SNR05dB_man_seq5digits_091.wav,SNR05dB,man,5,three four one eight seven,three four one isel,three four one in so
SNR05dB_man_seq5digits_082.wav,SNR05dB,man,5,six eight four six two,six at or six two,six or six two
SNR05dB_man_seq5digits_043.wav,SNR05dB,man,5,nine eight six one six,nineic six ponty six,nine six pony six
SNR05dB_man_seq5digits_063.wav,SNR05dB,man,5,oh six seven eight eight,o six seven pene,o six seven pines
SNR05dB_man_seq5digits_067.wav,SNR05dB,man,5,zero seven six nine five,zero seven six nine five,zero seven six nine five
SNR05dB_man_seq5digits_081.wav,SNR05dB,man,5,nine five zero four three,i pag de,i had tea
SNR05dB_man_seq5digits_062.wav,SNR05dB,man,5,nine two two four three,i to to oer her ea,i too to over here
SNR05dB_man_seq5digits_027.wav,SNR05dB,man,5,one zero zero zero eight,one zera zera zero,one zero zero zero
SNR05dB_man_seq5digits_078.wav,SNR05dB,man,5,zero three eight seven zero,hero he has aise,he rode he has it
SNR05dB_man_seq5digits_076.wav,SNR05dB,man,5,two five four oh seven,yo got ta oe,you got to see
SNR05dB_man_seq5digits_008.wav,SNR05dB,man,5,nine one eight six six,nine one eight six six,nine one eight six six
SNR05dB_man_seq5digits_036.wav,SNR05dB,man,5,one five three zero four,one high three tero four,one high three there four
SNR05dB_man_seq5digits_035.wav,SNR05dB,man,5,three zero two seven eight,three zero to seven eight,three zero to seven eight
SNR05dB_man_seq5digits_009.wav,SNR05dB,man,5,oh one oh oh two,oll on,all on
SNR05dB_man_seq5digits_029.wav,SNR05dB,man,5,one oh two oh oh,one or two old,one or two old
SNR05dB_man_seq5digits_071.wav,SNR05dB,man,5,six four eight oh oh,excorado,exporado o
SNR05dB_man_seq5digits_085.wav,SNR05dB,man,5,three zero eight four four,tree teromay hel fas,three servants
SNR05dB_man_seq5digits_045.wav,SNR05dB,man,5,five nine nine seven six,iiss,i s
SNR05dB_man_seq5digits_069.wav,SNR05dB,man,5,nine eight one six nine,nine eight one six marry,nine eight one six merry
SNR05dB_man_seq5digits_037.wav,SNR05dB,man,5,nine four nine six eight,nine our nints sexcaid,nine four nights he said
SNR05dB_man_seq5digits_041.wav,SNR05dB,man,5,seven three nine three oh,seven three nine three o,seven three nine three o
